Grid Size ,32
 NULL, NodeType, GridX, GridY, Length, Width, Height, PosX, PosY, PosZ
0,1,0,18,80.57897949,80.578918457,0,-1248.97296143,201.447631835,0
0,1,1,18,80.57885742,80.578903199,0,-1168.39404297,201.447624207,0
0,1,2,18,80.57897949,80.578918457,0,-1087.81512452,201.447601319,0
0,1,2,19,80.57897949,80.578887939,0,-1087.81512452,282.026504516,0
0,1,2,20,80.57885742,80.578918457,0,-1087.81506348,362.605407714,0
0,1,1,20,80.57885742,80.578918457,0,-1168.3939209,362.605438232,0
0,0,2,19,80.57897949,80.578887939,0,-1087.81512452,282.026504516,0
0,1,1,20,80.57885742,80.578918457,0,-1168.3939209,362.605438232,0
0,1,1,19,80.57885742,80.578903198,0,-1168.39404297,282.026527405,0
0,1,1,18,80.57885742,80.578903199,0,-1168.39404297,201.447624207,0
0,1,2,18,80.57897949,80.578918457,0,-1087.81512452,201.447601319,0
0,1,3,18,80.578857426,80.578918457,0,-1007.23620606,201.44758606,0
0,1,3,19,80.578857426,80.578903198,0,-1007.23620606,282.026496887,0
0,1,3,20,80.578857426,80.578918457,0,-1007.23620606,362.605407714,0
0,1,2,20,80.57885742,80.578918457,0,-1087.81506348,362.605407714,0
0,0,3,19,80.578857426,80.578903198,0,-1007.23620606,282.026496887,0
0,1,2,20,80.57885742,80.578918457,0,-1087.81506348,362.605407714,0
0,1,2,19,80.57897949,80.578887939,0,-1087.81512452,282.026504516,0
0,1,2,18,80.57897949,80.578918457,0,-1087.81512452,201.447601319,0
0,1,3,18,80.578857426,80.578918457,0,-1007.23620606,201.44758606,0
0,1,4,18,80.578918457,80.578918457,0,-926.657318115,201.44758606,0
0,1,4,19,80.578918457,80.578903198,0,-926.657318115,282.026496887,0
0,1,4,20,80.578918457,80.578918457,0,-926.657318115,362.605407714,0
0,1,3,20,80.578857426,80.578918457,0,-1007.23620606,362.605407714,0
0,0,4,19,80.578918457,80.578903198,0,-926.657318115,282.026496887,0
0,1,3,20,80.578857426,80.578918457,0,-1007.23620606,362.605407714,0
0,1,3,19,80.578857426,80.578903198,0,-1007.23620606,282.026496887,0
0,1,3,18,80.578857426,80.578918457,0,-1007.23620606,201.44758606,0
0,1,4,18,80.578918457,80.578918457,0,-926.657318115,201.44758606,0
0,1,5,18,80.578918457,80.578933716,0,-846.078399658,201.44757843,0
0,1,5,19,80.578918457,80.578903198,0,-846.078399658,282.026496887,0
0,1,5,20,80.578918457,80.578918457,0,-846.078399658,362.605407714,0
0,1,4,20,80.578918457,80.578918457,0,-926.657318115,362.605407714,0
0,0,5,19,80.578918457,80.578903198,0,-846.078399658,282.026496887,0
0,1,4,20,80.578918457,80.578918457,0,-926.657318115,362.605407714,0
0,1,4,19,80.578918457,80.578903198,0,-926.657318115,282.026496887,0
0,1,4,18,80.578918457,80.578918457,0,-926.657318115,201.44758606,0
0,1,5,18,80.578918457,80.578933716,0,-846.078399658,201.44757843,0
0,1,6,18,80.578918457,80.578918458,0,-765.499481202,201.447555542,0
0,1,6,19,80.578918457,80.578933715,0,-765.499481202,282.026481628,0
0,1,6,20,80.578918457,80.578918457,0,-765.499481202,362.605407714,0
0,1,5,20,80.578918457,80.578918457,0,-846.078399658,362.605407714,0
0,0,6,19,80.578918457,80.578933715,0,-765.499481202,282.026481628,0
0,1,5,20,80.578918457,80.578918457,0,-846.078399658,362.605407714,0
0,1,5,19,80.578918457,80.578903198,0,-846.078399658,282.026496887,0
0,1,5,18,80.578918457,80.578933716,0,-846.078399658,201.44757843,0
0,1,6,18,80.578918457,80.578918458,0,-765.499481202,201.447555542,0
0,1,7,18,80.578918457,80.578903199,0,-684.920562745,201.447547913,0
0,1,7,19,80.578918457,80.578918457,0,-684.920562745,282.02645874,0
0,1,7,20,80.578918457,80.578948974,0,-684.920562745,362.605392456,0
0,1,6,20,80.578918457,80.578918457,0,-765.499481202,362.605407714,0
0,0,7,19,80.578918457,80.578918457,0,-684.920562745,282.02645874,0
0,1,6,20,80.578918457,80.578918457,0,-765.499481202,362.605407714,0
0,1,6,19,80.578918457,80.578933715,0,-765.499481202,282.026481628,0
0,1,6,18,80.578918457,80.578918458,0,-765.499481202,201.447555542,0
0,1,7,18,80.578918457,80.578903199,0,-684.920562745,201.447547913,0
0,1,8,18,80.578857422,80.57888794,0,-604.341674805,201.447540283,0
0,1,8,19,80.578857422,80.578903198,0,-604.341674805,282.026435852,0
0,1,8,20,80.578857422,80.578948975,0,-604.341674805,362.605361938,0
0,1,7,20,80.578918457,80.578948974,0,-684.920562745,362.605392456,0
0,0,8,19,80.578857422,80.578903198,0,-604.341674805,282.026435852,0
0,1,7,20,80.578918457,80.578948974,0,-684.920562745,362.605392456,0
0,1,7,19,80.578918457,80.578918457,0,-684.920562745,282.02645874,0
0,1,7,18,80.578918457,80.578903199,0,-684.920562745,201.447547913,0
0,1,8,18,80.578857422,80.57888794,0,-604.341674805,201.447540283,0
0,1,9,18,80.57888794,80.578903198,0,-523.762802124,201.447517395,0
0,1,9,19,80.578948975,80.578918457,0,-523.762771606,282.026428222,0
0,1,9,20,80.578948975,80.57888794,0,-523.762771606,362.605331421,0
0,1,8,20,80.578857422,80.578948975,0,-604.341674805,362.605361938,0
0,0,9,19,80.578948975,80.578918457,0,-523.762771606,282.026428222,0
0,1,8,20,80.578857422,80.578948975,0,-604.341674805,362.605361938,0
0,1,8,19,80.578857422,80.578903198,0,-604.341674805,282.026435852,0
0,1,8,18,80.578857422,80.57888794,0,-604.341674805,201.447540283,0
0,1,9,18,80.57888794,80.578903198,0,-523.762802124,201.447517395,0
0,1,10,18,80.578918457,80.578918457,0,-443.183898925,201.447509766,0
0,1,10,19,80.578887939,80.578918457,0,-443.18385315,282.026428222,0
0,1,10,20,80.578887939,80.57888794,0,-443.18385315,362.605331421,0
0,1,9,20,80.578948975,80.57888794,0,-523.762771606,362.605331421,0
0,0,10,19,80.578887939,80.578918457,0,-443.18385315,282.026428222,0
0,1,9,20,80.578948975,80.57888794,0,-523.762771606,362.605331421,0
0,1,9,19,80.578948975,80.578918457,0,-523.762771606,282.026428222,0
0,1,9,18,80.57888794,80.578903198,0,-523.762802124,201.447517395,0
0,1,10,18,80.578918457,80.578918457,0,-443.183898925,201.447509766,0
0,1,11,18,80.578887939,80.578918457,0,-362.604995727,201.447509766,0
0,1,11,19,80.57888794,80.578918457,0,-362.60496521,282.026428222,0
0,1,11,20,80.57888794,80.57888794,0,-362.60496521,362.605331421,0
0,1,10,20,80.578887939,80.57888794,0,-443.18385315,362.605331421,0
0,0,11,19,80.57888794,80.578918457,0,-362.60496521,282.026428222,0
0,1,10,20,80.578887939,80.57888794,0,-443.18385315,362.605331421,0
0,1,10,19,80.578887939,80.578918457,0,-443.18385315,282.026428222,0
0,1,10,18,80.578918457,80.578918457,0,-443.183898925,201.447509766,0
0,1,11,18,80.578887939,80.578918457,0,-362.604995727,201.447509766,0
0,1,12,18,80.578903198,80.578903199,0,-282.026100159,201.447486878,0
0,1,12,19,80.578903198,80.578948974,0,-282.026069641,282.026412964,0
0,1,12,20,80.578903198,80.57888794,0,-282.026069641,362.605331421,0
0,1,11,20,80.57888794,80.57888794,0,-362.60496521,362.605331421,0
0,0,12,19,80.578903198,80.578948974,0,-282.026069641,282.026412964,0
0,1,11,20,80.57888794,80.57888794,0,-362.60496521,362.605331421,0
0,1,11,19,80.57888794,80.578918457,0,-362.60496521,282.026428222,0
0,1,11,18,80.578887939,80.578918457,0,-362.604995727,201.447509766,0
0,1,12,18,80.578903198,80.578903199,0,-282.026100159,201.447486878,0
0,1,13,18,80.578903199,80.578903198,0,-201.44719696,201.447471619,0
0,1,13,19,80.578887939,80.578903198,0,-201.447174072,282.026374817,0
0,1,13,20,80.578918457,80.578918457,0,-201.447158814,362.605285644,0
0,1,12,20,80.578903198,80.57888794,0,-282.026069641,362.605331421,0
0,0,13,19,80.578887939,80.578903198,0,-201.447174072,282.026374817,0
0,1,12,20,80.578903198,80.57888794,0,-282.026069641,362.605331421,0
0,1,12,19,80.578903198,80.578948974,0,-282.026069641,282.026412964,0
0,1,12,18,80.578903198,80.578903199,0,-282.026100159,201.447486878,0
0,1,13,18,80.578903199,80.578903198,0,-201.44719696,201.447471619,0
0,1,14,18,80.5789031979,80.578918457,0,-120.868293762,201.447448731,0
0,1,14,19,80.5789031987,80.578887939,0,-120.868278504,282.026351928,0
0,1,14,20,80.5788879395,80.578918457,0,-120.868255615,362.605255126,0
0,1,13,20,80.578918457,80.578918457,0,-201.447158814,362.605285644,0
0,0,14,19,80.5789031987,80.578887939,0,-120.868278504,282.026351928,0
0,1,13,20,80.578918457,80.578918457,0,-201.447158814,362.605285644,0
0,1,13,19,80.578887939,80.578903198,0,-201.447174072,282.026374817,0
0,1,13,18,80.578903199,80.578903198,0,-201.44719696,201.447471619,0
0,1,14,18,80.5789031979,80.578918457,0,-120.868293762,201.447448731,0
0,1,15,18,80.5788428516,80.578918457,0,-40.2894207373,201.447433471,0
0,1,15,19,80.5788276912,80.578903198,0,-40.2894130587,282.026344299,0
0,1,15,20,80.5788125308,80.578918457,0,-40.2894053801,362.605255126,0
0,1,14,20,80.5788879395,80.578918457,0,-120.868255615,362.605255126,0
0,0,15,19,80.5788276912,80.578903198,0,-40.2894130587,282.026344299,0
0,1,14,20,80.5788879395,80.578918457,0,-120.868255615,362.605255126,0
0,1,14,19,80.5789031987,80.578887939,0,-120.868278504,282.026351928,0
0,1,14,18,80.5789031979,80.578918457,0,-120.868293762,201.447448731,0
0,1,15,18,80.5788428516,80.578918457,0,-40.2894207373,201.447433471,0
0,1,16,18,80.5789711743,80.578918457,0,40.2894862757,201.447433471,0
0,1,16,19,80.5789787053,80.578903198,0,40.2894901396,282.026344299,0
0,1,16,20,80.5789862363,80.578918457,0,40.2894940034,362.605255126,0
0,1,15,20,80.5788125308,80.578918457,0,-40.2894053801,362.605255126,0
0,0,16,19,80.5789787053,80.578903198,0,40.2894901396,282.026344299,0
0,1,15,20,80.5788125308,80.578918457,0,-40.2894053801,362.605255126,0
0,1,15,19,80.5788276912,80.578903198,0,-40.2894130587,282.026344299,0
0,1,15,18,80.5788428516,80.578918457,0,-40.2894207373,201.447433471,0
0,1,16,18,80.5789711743,80.578918457,0,40.2894862757,201.447433471,0
0,1,17,18,80.5788955692,80.578933716,0,120.868419647,201.447425842,0
0,1,17,19,80.5789031978,80.578903198,0,120.868431091,282.026344299,0
0,1,17,20,80.5789108274,80.578918457,0,120.868442535,362.605255126,0
0,1,16,20,80.5789862363,80.578918457,0,40.2894940034,362.605255126,0
0,0,17,19,80.5789031978,80.578903198,0,120.868431091,282.026344299,0
0,1,16,20,80.5789862363,80.578918457,0,40.2894940034,362.605255126,0
0,1,16,19,80.5789787053,80.578903198,0,40.2894901396,282.026344299,0
0,1,16,18,80.5789711743,80.578918457,0,40.2894862757,201.447433471,0
0,1,17,18,80.5788955692,80.578933716,0,120.868419647,201.447425842,0
0,1,18,18,80.578887939,80.578918457,0,201.447311401,201.447402954,0
0,1,18,19,80.57888794,80.578933715,0,201.44732666,282.02632904,0
0,1,18,20,80.578918457,80.578918457,0,201.447357178,362.605255126,0
0,1,17,20,80.5789108274,80.578918457,0,120.868442535,362.605255126,0
0,0,18,19,80.57888794,80.578933715,0,201.44732666,282.02632904,0
0,1,17,20,80.5789108274,80.578918457,0,120.868442535,362.605255126,0
0,1,17,19,80.5789031978,80.578903198,0,120.868431091,282.026344299,0
0,1,17,18,80.5788955692,80.578933716,0,120.868419647,201.447425842,0
0,1,18,18,80.578887939,80.578918457,0,201.447311401,201.447402954,0
0,1,19,18,80.57888794,80.578903198,0,282.026199341,201.447395325,0
0,1,19,19,80.578903198,80.578918457,0,282.026222229,282.026306153,0
0,1,19,20,80.578918457,80.578948974,0,282.026275635,362.605239868,0
0,1,18,20,80.578918457,80.578918457,0,201.447357178,362.605255126,0
0,0,19,19,80.578903198,80.578918457,0,282.026222229,282.026306153,0
0,1,18,20,80.578918457,80.578918457,0,201.447357178,362.605255126,0
0,1,18,19,80.57888794,80.578933715,0,201.44732666,282.02632904,0
0,1,18,18,80.578887939,80.578918457,0,201.447311401,201.447402954,0
0,1,19,18,80.57888794,80.578903198,0,282.026199341,201.447395325,0
0,1,20,18,80.578918457,80.578887939,0,362.605102539,201.447387695,0
0,1,20,19,80.57888794,80.578903198,0,362.605117798,282.026283264,0
0,1,20,20,80.578857422,80.578948975,0,362.605163574,362.60520935,0
0,1,19,20,80.578918457,80.578948974,0,282.026275635,362.605239868,0
0,0,20,19,80.57888794,80.578903198,0,362.605117798,282.026283264,0
0,1,19,20,80.578918457,80.578948974,0,282.026275635,362.605239868,0
0,1,19,19,80.578903198,80.578918457,0,282.026222229,282.026306153,0
0,1,19,18,80.57888794,80.578903198,0,282.026199341,201.447395325,0
0,1,20,18,80.578918457,80.578887939,0,362.605102539,201.447387695,0
0,1,21,18,80.578887939,80.578903198,0,443.184005737,201.447364807,0
0,1,21,19,80.578887939,80.578918457,0,443.184005737,282.026275635,0
0,1,21,20,80.578857422,80.57888794,0,443.184020996,362.605178833,0
0,1,20,20,80.578857422,80.578948975,0,362.605163574,362.60520935,0
0,0,21,19,80.578887939,80.578918457,0,443.184005737,282.026275635,0
0,1,20,20,80.578857422,80.578948975,0,362.605163574,362.60520935,0
0,1,20,19,80.57888794,80.578903198,0,362.605117798,282.026283264,0
0,1,20,18,80.578918457,80.578887939,0,362.605102539,201.447387695,0
0,1,21,18,80.578887939,80.578903198,0,443.184005737,201.447364807,0
0,1,22,18,80.578918457,80.578918457,0,523.762908935,201.447357178,0
0,1,22,19,80.578918457,80.578918457,0,523.762908935,282.026275635,0
0,1,22,20,80.578918457,80.57888794,0,523.762908935,362.605178833,0
0,1,21,20,80.578857422,80.57888794,0,443.184020996,362.605178833,0
0,0,22,19,80.578918457,80.578918457,0,523.762908935,282.026275635,0
0,1,21,20,80.578857422,80.57888794,0,443.184020996,362.605178833,0
0,1,21,19,80.578887939,80.578918457,0,443.184005737,282.026275635,0
0,1,21,18,80.578887939,80.578903198,0,443.184005737,201.447364807,0
0,1,22,18,80.578918457,80.578918457,0,523.762908935,201.447357178,0
0,1,23,18,80.578918457,80.578918457,0,604.341827392,201.447357178,0
0,1,23,19,80.578918457,80.578918457,0,604.341827392,282.026275635,0
0,1,23,20,80.578918457,80.57888794,0,604.341827392,362.605178833,0
0,1,22,20,80.578918457,80.57888794,0,523.762908935,362.605178833,0
0,0,23,19,80.578918457,80.578918457,0,604.341827392,282.026275635,0
0,1,22,20,80.578918457,80.57888794,0,523.762908935,362.605178833,0
0,1,22,19,80.578918457,80.578918457,0,523.762908935,282.026275635,0
0,1,22,18,80.578918457,80.578918457,0,523.762908935,201.447357178,0
0,1,23,18,80.578918457,80.578918457,0,604.341827392,201.447357178,0
0,1,24,18,80.578918457,80.578918457,0,684.92074585,201.447357178,0
0,1,24,19,80.578918457,80.578918457,0,684.92074585,282.026275635,0
0,1,24,20,80.578918457,80.57888794,0,684.92074585,362.605178833,0
0,1,23,20,80.578918457,80.57888794,0,604.341827392,362.605178833,0
0,0,24,19,80.578918457,80.578918457,0,684.92074585,282.026275635,0
0,1,23,20,80.578918457,80.57888794,0,604.341827392,362.605178833,0
0,1,23,19,80.578918457,80.578918457,0,604.341827392,282.026275635,0
0,1,23,18,80.578918457,80.578918457,0,604.341827392,201.447357178,0
0,1,24,18,80.578918457,80.578918457,0,684.92074585,201.447357178,0
0,1,25,18,80.578918457,80.578933716,0,765.499664307,201.447349548,0
0,1,25,19,80.578918457,80.578918457,0,765.499664307,282.026275635,0
0,1,25,20,80.578918457,80.57888794,0,765.499664307,362.605178833,0
0,1,24,20,80.578918457,80.57888794,0,684.92074585,362.605178833,0
0,0,25,19,80.578918457,80.578918457,0,765.499664307,282.026275635,0
0,1,24,20,80.578918457,80.57888794,0,684.92074585,362.605178833,0
0,1,24,19,80.578918457,80.578918457,0,684.92074585,282.026275635,0
0,1,24,18,80.578918457,80.578918457,0,684.92074585,201.447357178,0
0,1,25,18,80.578918457,80.578933716,0,765.499664307,201.447349548,0
0,1,26,18,80.578918457,80.578918457,0,846.078582763,201.44732666,0
0,1,26,19,80.578918457,80.578948974,0,846.078582763,282.026260376,0
0,1,26,20,80.578918457,80.578857422,0,846.078582763,362.605163574,0
0,1,25,20,80.578918457,80.57888794,0,765.499664307,362.605178833,0
0,0,26,19,80.578918457,80.578948974,0,846.078582763,282.026260376,0
0,1,25,20,80.578918457,80.57888794,0,765.499664307,362.605178833,0
0,1,25,19,80.578918457,80.578918457,0,765.499664307,282.026275635,0
0,1,25,18,80.578918457,80.578933716,0,765.499664307,201.447349548,0
0,1,26,18,80.578918457,80.578918457,0,846.078582763,201.44732666,0
0,1,27,18,80.578857422,80.578903198,0,926.657470703,201.447319031,0
0,1,27,19,80.578857422,80.578903198,0,926.657470703,282.026222229,0
0,1,27,20,80.578857422,80.57888794,0,926.657470703,362.605117798,0
0,1,26,20,80.578918457,80.578857422,0,846.078582763,362.605163574,0
0,0,27,19,80.578857422,80.578903198,0,926.657470703,282.026222229,0
0,1,26,20,80.578918457,80.578857422,0,846.078582763,362.605163574,0
0,1,26,19,80.578918457,80.578948974,0,846.078582763,282.026260376,0
0,1,26,18,80.578918457,80.578918457,0,846.078582763,201.44732666,0
0,1,27,18,80.578857422,80.578903198,0,926.657470703,201.447319031,0
0,1,28,18,80.578979496,80.578887939,0,1007.23638916,201.447311401,0
0,1,28,19,80.578979496,80.57888794,0,1007.23638916,282.026199341,0
0,1,28,20,80.578979496,80.578918457,0,1007.23638916,362.605102539,0
0,1,27,20,80.578857422,80.57888794,0,926.657470703,362.605117798,0
0,0,28,19,80.578979496,80.57888794,0,1007.23638916,282.026199341,0
0,1,27,20,80.578857422,80.57888794,0,926.657470703,362.605117798,0
0,1,27,19,80.578857422,80.578903198,0,926.657470703,282.026222229,0
0,1,27,18,80.578857422,80.578903198,0,926.657470703,201.447319031,0
0,1,28,18,80.578979496,80.578887939,0,1007.23638916,201.447311401,0
0,1,29,18,80.57885742,80.57888794,0,1087.81530762,201.447280884,0
0,1,29,19,80.57885742,80.578918457,0,1087.81530762,282.026184082,0
0,1,29,20,80.57885742,80.578918457,0,1087.81530762,362.605102539,0
0,1,28,20,80.578979496,80.578918457,0,1007.23638916,362.605102539,0
0,0,29,19,80.57885742,80.578918457,0,1087.81530762,282.026184082,0
0,1,28,20,80.578979496,80.578918457,0,1007.23638916,362.605102539,0
0,1,28,19,80.578979496,80.57888794,0,1007.23638916,282.026199341,0
0,1,28,18,80.578979496,80.578887939,0,1007.23638916,201.447311401,0
0,1,29,18,80.57885742,80.57888794,0,1087.81530762,201.447280884,0
0,1,30,18,80.57897949,80.578903199,0,1168.39422607,201.447273255,0
0,1,30,19,80.57897949,80.578918457,0,1168.39422607,282.026184082,0
0,1,30,20,80.57897949,80.578918457,0,1168.39422607,362.605102539,0
0,1,29,20,80.57885742,80.578918457,0,1087.81530762,362.605102539,0
0,0,30,19,80.57897949,80.578918457,0,1168.39422607,282.026184082,0
0,1,29,20,80.57885742,80.578918457,0,1087.81530762,362.605102539,0
0,1,29,19,80.57885742,80.578918457,0,1087.81530762,282.026184082,0
0,1,29,18,80.57885742,80.57888794,0,1087.81530762,201.447280884,0
0,1,30,18,80.57897949,80.578903199,0,1168.39422607,201.447273255,0
0,1,31,18,80.57873535,80.578903199,0,1248.9730835,201.447257996,0
0,1,31,19,80.57873535,80.578903198,0,1248.9730835,282.026161194,0
0,1,31,20,80.57873535,80.578887939,0,1248.9730835,362.605056763,0
0,1,30,20,80.57897949,80.578918457,0,1168.39422607,362.605102539,0
0,0,31,19,80.57873535,80.578903198,0,1248.9730835,282.026161194,0
0,1,30,20,80.57897949,80.578918457,0,1168.39422607,362.605102539,0
0,1,30,19,80.57897949,80.578918457,0,1168.39422607,282.026184082,0
0,1,30,18,80.57897949,80.578903199,0,1168.39422607,201.447273255,0
0,1,31,18,80.57873535,80.578903199,0,1248.9730835,201.447257996,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,31,20,80.57873535,80.578887939,0,1248.9730835,362.605056763,0
0,0,0,20,80.57885742,80.57888794,0,-1248.97277832,362.605484009,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,0,19,80.57885742,80.578948975,0,-1248.97290039,282.026565551,0
0,1,1,19,80.57885742,80.578903198,0,-1168.39404297,282.026527405,0
0,1,1,20,80.57885742,80.578918457,0,-1168.3939209,362.605438232,0
0,1,1,21,80.57885742,80.578918457,0,-1168.3939209,443.184356689,0
0,1,0,21,80.57885742,80.578918457,0,-1248.97277832,443.184387207,0
0,0,1,20,80.57885742,80.578918457,0,-1168.3939209,362.605438232,0
0,1,0,21,80.57885742,80.578918457,0,-1248.97277832,443.184387207,0
0,1,0,20,80.57885742,80.57888794,0,-1248.97277832,362.605484009,0
0,1,0,19,80.57885742,80.578948975,0,-1248.97290039,282.026565551,0
0,1,1,19,80.57885742,80.578903198,0,-1168.39404297,282.026527405,0
0,1,2,19,80.57897949,80.578887939,0,-1087.81512452,282.026504516,0
0,1,2,20,80.57885742,80.578918457,0,-1087.81506348,362.605407714,0
0,1,2,21,80.57897949,80.578918457,0,-1087.81500245,443.184326171,0
0,1,1,21,80.57885742,80.578918457,0,-1168.3939209,443.184356689,0
0,0,2,20,80.57885742,80.578918457,0,-1087.81506348,362.605407714,0
0,1,1,21,80.57885742,80.578918457,0,-1168.3939209,443.184356689,0
0,1,1,20,80.57885742,80.578918457,0,-1168.3939209,362.605438232,0
0,1,1,19,80.57885742,80.578903198,0,-1168.39404297,282.026527405,0
0,1,2,19,80.57897949,80.578887939,0,-1087.81512452,282.026504516,0
0,1,3,19,80.578857426,80.578903198,0,-1007.23620606,282.026496887,0
0,1,3,20,80.578857426,80.578918457,0,-1007.23620606,362.605407714,0
0,1,3,21,80.578796391,80.578918457,0,-1007.2361145,443.184326171,0
0,1,2,21,80.57897949,80.578918457,0,-1087.81500245,443.184326171,0
0,0,3,20,80.578857426,80.578918457,0,-1007.23620606,362.605407714,0
0,1,2,21,80.57897949,80.578918457,0,-1087.81500245,443.184326171,0
0,1,2,20,80.57885742,80.578918457,0,-1087.81506348,362.605407714,0
0,1,2,19,80.57897949,80.578887939,0,-1087.81512452,282.026504516,0
0,1,3,19,80.578857426,80.578903198,0,-1007.23620606,282.026496887,0
0,1,4,19,80.578918457,80.578903198,0,-926.657318115,282.026496887,0
0,1,4,20,80.578918457,80.578918457,0,-926.657318115,362.605407714,0
0,1,4,21,80.578918457,80.578918457,0,-926.65725708,443.184326171,0
0,1,3,21,80.578796391,80.578918457,0,-1007.2361145,443.184326171,0
0,0,4,20,80.578918457,80.578918457,0,-926.657318115,362.605407714,0
0,1,3,21,80.578796391,80.578918457,0,-1007.2361145,443.184326171,0
0,1,3,20,80.578857426,80.578918457,0,-1007.23620606,362.605407714,0
0,1,3,19,80.578857426,80.578903198,0,-1007.23620606,282.026496887,0
0,1,4,19,80.578918457,80.578903198,0,-926.657318115,282.026496887,0
0,1,5,19,80.578918457,80.578903198,0,-846.078399658,282.026496887,0
0,1,5,20,80.578918457,80.578918457,0,-846.078399658,362.605407714,0
0,1,5,21,80.578918457,80.578918457,0,-846.078338624,443.184326171,0
0,1,4,21,80.578918457,80.578918457,0,-926.65725708,443.184326171,0
0,0,5,20,80.578918457,80.578918457,0,-846.078399658,362.605407714,0
0,1,4,21,80.578918457,80.578918457,0,-926.65725708,443.184326171,0
0,1,4,20,80.578918457,80.578918457,0,-926.657318115,362.605407714,0
0,1,4,19,80.578918457,80.578903198,0,-926.657318115,282.026496887,0
0,1,5,19,80.578918457,80.578903198,0,-846.078399658,282.026496887,0
0,1,6,19,80.578918457,80.578933715,0,-765.499481202,282.026481628,0
0,1,6,20,80.578918457,80.578918457,0,-765.499481202,362.605407714,0
0,1,6,21,80.578918457,80.578918457,0,-765.499420167,443.184326171,0
0,1,5,21,80.578918457,80.578918457,0,-846.078338624,443.184326171,0
0,0,6,20,80.578918457,80.578918457,0,-765.499481202,362.605407714,0
0,1,5,21,80.578918457,80.578918457,0,-846.078338624,443.184326171,0
0,1,5,20,80.578918457,80.578918457,0,-846.078399658,362.605407714,0
0,1,5,19,80.578918457,80.578903198,0,-846.078399658,282.026496887,0
0,1,6,19,80.578918457,80.578933715,0,-765.499481202,282.026481628,0
0,1,7,19,80.578918457,80.578918457,0,-684.920562745,282.02645874,0
0,1,7,20,80.578918457,80.578948974,0,-684.920562745,362.605392456,0
0,1,7,21,80.578857422,80.578918457,0,-684.920532227,443.184326171,0
0,1,6,21,80.578918457,80.578918457,0,-765.499420167,443.184326171,0
0,0,7,20,80.578918457,80.578948974,0,-684.920562745,362.605392456,0
0,1,6,21,80.578918457,80.578918457,0,-765.499420167,443.184326171,0
0,1,6,20,80.578918457,80.578918457,0,-765.499481202,362.605407714,0
0,1,6,19,80.578918457,80.578933715,0,-765.499481202,282.026481628,0
0,1,7,19,80.578918457,80.578918457,0,-684.920562745,282.02645874,0
0,1,8,19,80.578857422,80.578903198,0,-604.341674805,282.026435852,0
0,1,8,20,80.578857422,80.578948975,0,-604.341674805,362.605361938,0
0,1,8,21,80.578857422,80.578948974,0,-604.341674805,443.184310913,0
0,1,7,21,80.578857422,80.578918457,0,-684.920532227,443.184326171,0
0,0,8,20,80.578857422,80.578948975,0,-604.341674805,362.605361938,0
0,1,7,21,80.578857422,80.578918457,0,-684.920532227,443.184326171,0
0,1,7,20,80.578918457,80.578948974,0,-684.920562745,362.605392456,0
0,1,7,19,80.578918457,80.578918457,0,-684.920562745,282.02645874,0
0,1,8,19,80.578857422,80.578903198,0,-604.341674805,282.026435852,0
0,1,9,19,80.578948975,80.578918457,0,-523.762771606,282.026428222,0
0,1,9,20,80.578948975,80.57888794,0,-523.762771606,362.605331421,0
0,1,9,21,80.578948975,80.578948974,0,-523.762771606,443.184249878,0
0,1,8,21,80.578857422,80.578948974,0,-604.341674805,443.184310913,0
0,0,9,20,80.578948975,80.57888794,0,-523.762771606,362.605331421,0
0,1,8,21,80.578857422,80.578948974,0,-604.341674805,443.184310913,0
0,1,8,20,80.578857422,80.578948975,0,-604.341674805,362.605361938,0
0,1,8,19,80.578857422,80.578903198,0,-604.341674805,282.026435852,0
0,1,9,19,80.578948975,80.578918457,0,-523.762771606,282.026428222,0
0,1,10,19,80.578887939,80.578918457,0,-443.18385315,282.026428222,0
0,1,10,20,80.578887939,80.57888794,0,-443.18385315,362.605331421,0
0,1,10,21,80.578887939,80.578918457,0,-443.18385315,443.184234619,0
0,1,9,21,80.578948975,80.578948974,0,-523.762771606,443.184249878,0
0,0,10,20,80.578887939,80.57888794,0,-443.18385315,362.605331421,0
0,1,9,21,80.578948975,80.578948974,0,-523.762771606,443.184249878,0
0,1,9,20,80.578948975,80.57888794,0,-523.762771606,362.605331421,0
0,1,9,19,80.578948975,80.578918457,0,-523.762771606,282.026428222,0
0,1,10,19,80.578887939,80.578918457,0,-443.18385315,282.026428222,0
0,1,11,19,80.57888794,80.578918457,0,-362.60496521,282.026428222,0
0,1,11,20,80.57888794,80.57888794,0,-362.60496521,362.605331421,0
0,1,11,21,80.578918457,80.578918457,0,-362.604949952,443.184234619,0
0,1,10,21,80.578887939,80.578918457,0,-443.18385315,443.184234619,0
0,0,11,20,80.57888794,80.57888794,0,-362.60496521,362.605331421,0
0,1,10,21,80.578887939,80.578918457,0,-443.18385315,443.184234619,0
0,1,10,20,80.578887939,80.57888794,0,-443.18385315,362.605331421,0
0,1,10,19,80.578887939,80.578918457,0,-443.18385315,282.026428222,0
